FID,Lat,Long
82,29.120146506499999,58.277174771299997
83,29.120795412000000,58.277140530200001
84,29.121444315000002,58.277106291700001
85,29.122093217800000,58.277072050100003
86,29.122742123199998,58.277037811100001
87,29.122834023399999,58.277015696299998
88,29.123333805300000,58.276963132500001
89,29.123835254100001,58.276961932100001
90,29.123756677500001,58.276487030799998
91,29.123669297599999,58.275958942400003
92,29.124107179100001,58.275787044600001
93,29.124562064399999,58.275634935200003
94,29.114390999400001,58.254684999900000
95,29.116277999400001,58.253424998900002
96,29.115673000000001,58.252915496299998
97,29.115068001000001,58.252405999700002
98,29.114854998900000,58.252813999799997
99,29.114290999500000,58.252406001099999
100,29.113756000700000,58.252035999800000
101,29.113654000499999,58.251237000099998
102,29.113563002900001,58.250584000600000
103,29.113471999600002,58.249930999299998
104,29.113437999100000,58.249687999000002
105,29.113377999600001,58.249407998700001
106,29.113178000900000,58.247937000100002
107,29.112755999899999,58.249618999100001
108,29.112094999000000,58.249586999999998
109,29.113096608599999,58.247274199200000
110,29.113015210400000,58.246611396399999
111,29.112933811400001,58.245948597400002
112,29.112852406599998,58.245285796399997
113,29.112771000999999,58.244622999299999
114,29.112565999099999,58.243052001300001
115,29.112462443399998,58.242243992200002
116,29.112358882700001,58.241435987400003
117,29.112255314599999,58.240627981199999
118,29.112151744100000,58.239819979300002
119,29.112048168699999,58.239011975899999
120,29.111944588400000,58.238203974000001
121,29.111841003100000,58.237395976400002
122,29.111737413000000,58.236587977299997
123,29.111633815299999,58.235779982499999
124,29.111530215300000,58.234971986399998
125,29.111426610399999,58.234163994500001
126,29.111323000500001,58.233356001200001
127,29.111221114799999,58.232556812600002
128,29.111119226900001,58.231757625500002
129,29.111017331500001,58.230958439699997
130,29.110915431399999,58.230159255300002
131,29.110813526499999,58.229360072299997
132,29.110711619300002,58.228560887900002
133,29.110609704700000,58.227761707699997
134,29.110507785300001,58.226962528900003
135,29.110405861200000,58.226163351499999
136,29.110303934699999,58.225364175499998
137,29.110202000899999,58.224565000900000
138,29.110096322600000,58.223745693600002
139,29.109990641900001,58.222926387900003
140,29.109884953500000,58.222107086500003
141,29.109779262600000,58.221287783800001
142,29.109673564200001,58.220468482500003
143,29.109567860700000,58.219649182700003
144,29.109462154599999,58.218829884400002
145,29.109356440900001,58.218010590399999
146,29.109250724799999,58.217191295100001
147,29.109145001000002,58.216372001300002
148,29.108879221999999,58.215594682700001
149,29.108613438300001,58.214817371000002
150,29.108347649999999,58.214040060099997
151,29.108081856999998,58.213262756100001
152,29.107816057000001,58.212485452899998
153,29.107550254700001,58.211708153700002
154,29.107284447900000,58.210930861100003
155,29.107018636399999,58.210153569600003
156,29.106752820299999,58.209376284699999
157,29.106486999600001,58.208599000900001
158,29.106257393800000,58.207959886099999
159,29.106027784999998,58.207320771100001
160,29.105771999600002,58.206529000700002
161,29.105769999000000,58.206475998800002
162,29.105562337199999,58.205842615000002
163,29.105289727599999,58.205023764800004
164,29.104989119199999,58.204197794000002
165,29.104802000700001,58.203676000400002
166,29.104508973800002,58.202822564100003
167,29.104275886500002,58.202187710700002
168,29.104042000100002,58.201528001299998
169,29.103759999899999,58.200807999900000
170,29.106339847200001,58.206309782900000
171,29.106907694499998,58.206090565600000
172,29.107475543900001,58.205871343100000
173,29.108043390500001,58.205652118300002
174,29.108611236800002,58.205432894099999
175,29.109179082699999,58.205213664699997
176,29.109746930899998,58.204994433099998
177,29.110314776100001,58.204775199099998
178,29.110882620999998,58.204555965700003
179,29.111450465699999,58.204336727099999
180,29.112018312400000,58.204117486199998
181,29.112586156300001,58.203898245799998
182,29.113153999900000,58.203679000299999
183,29.113764917800001,58.203442181299998
184,29.114375837800001,58.203205359599998
185,29.114986754899999,58.202968538000000
186,29.115597674100002,58.202731710999998
187,29.116208590399999,58.202494881200003
188,29.116819506300001,58.202258048799997
189,29.117430424399998,58.202021213700000
190,29.118041339500000,58.201784375899997
191,29.118652256800001,58.201547538299998
192,29.119263171099998,58.201310695099998
193,29.119874087600000,58.201073849300002
194,29.120485001199999,58.200837000800000
195,29.121106111600000,58.200598229800001
196,29.121776000899999,58.200336000599997
197,29.122365167800002,58.200113280300002
198,29.103734999299999,58.200462000400002
199,29.103685000900001,58.200071999199999
200,29.103579192700000,58.199346131299997
201,29.103491895099999,58.198640351900004
202,29.103394575799999,58.197853602499997
203,29.103294161000001,58.197041842499999
204,29.103201411400001,58.196292096199997
205,29.103121598400001,58.195646970200002
206,29.103041784700000,58.195001847900002
207,29.102961967900001,58.194356723699997
208,29.102882147999999,58.193711600400000
209,29.102802324900001,58.193066477899997
210,29.102722498799999,58.192421356399997
211,29.102642666900000,58.191776238499997
212,29.102562834400000,58.191131118700000
213,29.102482998900001,58.190485999800003
214,29.103219714700000,58.200716437200001
215,29.102704429700001,58.200970868699997
216,29.102189144200000,58.201225300499999
217,29.101673860799998,58.201479730000003
218,29.101158574399999,58.201734156900002
219,29.100643287600001,58.201988578500000
220,29.100128000400002,58.202243000599999
221,29.102627113299999,58.189842407100002
222,29.102771224600001,58.189198815399997
223,29.102915330399998,58.188555218899999
224,29.103059435700001,58.187911623399998
225,29.103203537999999,58.187268023100003
226,29.103347637199999,58.186624420900003
227,29.103491733300000,58.185980819599997
228,29.103635823899999,58.185337213600000
229,29.103779914000000,58.184693608600000
230,29.103924000999999,58.184049998799999
231,29.121243382399999,58.255776580599999
232,29.121284041500001,58.255109291399997
233,29.121324694799998,58.254442004500000
234,29.121365347299999,58.253774714000002
235,29.121405996499998,58.253107422900001
236,29.121446642399999,58.252440131100002
237,29.121487285000001,58.251772838699999
238,29.121527921700000,58.251105548399998
239,29.121568557700002,58.250438254700001
240,29.121609190400001,58.249770960299998
241,29.122180644099998,58.249489724199996
242,29.122752097199999,58.249208484999997
243,29.123323547199998,58.248927245700003
244,29.123894999299999,58.248646000500003
245,29.124470332200001,58.248744333499999
246,29.125045667500000,58.248842664900003
247,29.125621000100001,58.248941000300000
248,29.127955617300000,58.249373874900002
249,29.128515013400001,58.249478977000003
250,29.129094959500001,58.249579379700002
251,29.129674905400002,58.249679783700003
252,29.130254848700002,58.249780188899997
253,29.130834794300000,58.249880598200001
254,29.131414739800000,58.249981005899997
255,29.131994685100000,58.250081414900002
256,29.132574627699999,58.250181824999999
257,29.133154572799999,58.250282236499999
258,29.133734517600001,58.250382652100001
259,29.134314462300001,58.250483066100003
260,29.134894406800001,58.250583481299998
261,29.135109072900001,58.250595313900000
262,29.135492344500001,58.250668489699997
263,29.134786500499999,58.250866797199997
264,29.136071223900000,58.250179997399997
265,29.136272070400000,58.249581114300000
266,29.136472914199999,58.248982231600003
267,29.136673755499999,58.248383343699999
268,29.136930211500001,58.247664357100000
269,29.137186666400002,58.246945369700001
270,29.137443114900002,58.246226375799999
271,29.137699559700000,58.245507378100001
272,29.137956003300001,58.244788376700001
273,29.138190810400001,58.244187421800000
274,29.137784776699998,58.244793099900001
275,29.137649136400000,58.244794727600002
276,29.135859326399999,58.250747342600000
277,29.138488697300001,58.243408206500000
278,29.138786577200001,58.242628983600000
279,29.138673500199999,58.242592267200003
280,29.138588070499999,58.242792502900002
281,29.138927562399999,58.241909261399996
282,29.139181623700001,58.241226249299999
283,29.139409748399999,58.240726375300000
284,29.139458867599998,58.240579006700003
285,29.139695262600000,58.239946502300000
286,29.139931654600002,58.239313995000003
287,29.140168041300001,58.238681484600001
288,29.140404427499998,58.238048968299999
289,29.140734954900001,58.237163549100003
290,29.140977086600000,58.236514704699999
291,29.141219215300001,58.235865859999997
292,29.141492160199999,58.235197659299999
293,29.141765101800001,58.234529457800001
294,29.142038040199999,58.233861252700002
295,29.142310972800001,58.233193041100002
296,29.142583904700000,58.232524828700001
297,29.142856833400000,58.231856609799998
298,29.142904304900000,58.230777718500001
299,29.143117338600000,58.230200920999998
300,29.143330369800001,58.229624121100002
301,29.143682324099998,58.229780624900002
302,29.143902641699999,58.229190307600000
303,29.144165474400001,58.228520254899998
304,29.144428303800002,58.227850201599999
305,29.144691127400002,58.227180141799998
306,29.144953950200001,58.226510078499999
307,29.144991891000000,58.226408531799997
308,29.145232062800002,58.225785135700001
309,29.145472231700001,58.225161733800000
310,29.145712397800001,58.224538331799998
311,29.145828164299999,58.224281306700000
312,29.146056343400002,58.223699218900002
313,29.146284517400002,58.223117128399998
314,29.146512689100000,58.222535032400003
315,29.146777664599998,58.221844574099997
316,29.147042636700000,58.221154109300002
317,29.147307605300000,58.220463640799998
318,29.147400137399998,58.220205243999999
319,29.147544192400002,58.219817272199997
320,29.147800891199999,58.219152276300001
321,29.148057589299999,58.218487279900003
322,29.148314284300000,58.217822280100002
323,29.148570973399998,58.217157276800002
324,29.148827661900000,58.216492270200000
325,29.149084347199999,58.215827260200001
326,29.146912474499999,58.219923871500001
327,29.146424810900001,58.219642501700001
328,29.145937149200002,58.219361131699998
329,29.145449484200000,58.219079767399997
330,29.144961895400002,58.218798297200003
331,29.149340420600002,58.215165804599998
332,29.149596490899999,58.214504345700000
333,29.149852560500001,58.213842883399998
334,29.150063256900001,58.213318345300003
335,29.150121224599999,58.213179621999998
336,29.150353917400000,58.212532933600002
337,29.150620376700001,58.211851413700003
338,29.150886832699999,58.211169892999997
339,29.151153285199999,58.210488365800003
340,29.151419734499999,58.209806835000002
341,29.151686180300000,58.209125300499998
342,29.151940766999999,58.208458313400001
343,29.152195350400000,58.207791322900000
344,29.152449933200000,58.207124326200002
345,29.152704510100001,58.206457328900001
346,29.152959083900001,58.205790328200003
347,29.153213654399998,58.205123324200002
348,29.153468221600001,58.204456316700004
349,29.153722785700001,58.203789303000001
350,29.153977346500000,58.203122288800003
351,29.154231906600000,58.202455271200002
352,29.154380707000001,58.202134006300000
353,29.154502388000001,58.201825320700003
354,29.154761565899999,58.201157109000000
355,29.155020738000001,58.200488890800003
356,29.155279909499999,58.199820672100003
357,29.155539075099998,58.199152449899998
358,29.155798237500001,58.198484221400001
359,29.156057399200002,58.197815992300001
360,29.156316555200000,58.197147756800000
361,29.156575710300000,58.196479520799997
362,29.156834859800000,58.195811281300003
363,29.157094446599999,58.195143798099998
364,29.157354027699999,58.194476311300001
365,29.157613605500000,58.193808823900000
366,29.157873182599999,58.193141330300001
367,29.158132753899999,58.192473833100003
368,29.158392324499999,58.191806335400003
369,29.158651889400002,58.191138831300002
370,29.158911453500000,58.190471323799997
371,29.159171011900000,58.189803815700003
372,29.159430569600001,58.189136301300003
373,29.159687520999999,58.188478669299997
374,29.159944471799999,58.187821036899997
375,29.160201419400000,58.187163398199999
376,29.160458361400000,58.186505756099997
377,29.160715302800000,58.185848110599999
378,29.160972241000000,58.185190464700000
379,29.161229173599999,58.184532812500002
380,29.161486105500000,58.183875156900001
381,29.161743034200001,58.183217500900000
382,29.161999959900001,58.182559838600000
383,29.162243936399999,58.181931438900001
384,29.162487912600000,58.181303038999999
385,29.162731885900001,58.180674633300001
386,29.162975853799999,58.180046224400002
387,29.163219821399998,58.179417815400001
388,29.163463786000001,58.178789400399999
389,29.163707745300002,58.178160985300003
390,29.163951704300001,58.177532564200000
391,29.164195660299999,58.176904140100000
392,29.164439610999999,58.176275715700001
393,29.164809456400000,58.175709353000002
394,29.165179299500000,58.175142986200001
395,29.165549140300001,58.174576618099998
396,29.165918976299999,58.174010242999998
397,29.166288812600001,58.173443863899998
398,29.166658646500000,58.172877483500002
399,29.167028478100001,58.172311096199998
400,29.167398304799999,58.171744707599998
401,29.167768131900001,58.171178312099997
402,29.168137956599999,58.170611912399998
403,29.168510717200000,58.170035296899997
404,29.168883475499999,58.169458674300003
405,29.169256231300000,58.168882050400001
406,29.169628982300001,58.168305419399999
407,29.170001733300001,58.167728787000001
408,29.170374482100002,58.167152147600000
409,29.170747228400000,58.166575506800001
410,29.171119972300001,58.165998858899997
411,29.171492713799999,58.165422209799999
412,29.171865452999999,58.164845553500001
413,29.172243347399998,58.164268818700002
414,29.172621239500000,58.163692076799997
415,29.172999129200001,58.163115330600000
416,29.173377019000000,58.162538580200000
417,29.173754903900001,58.161961828400003
418,29.174132786400001,58.161385069399998
419,29.174510666500002,58.160808306100002
420,29.174888544200002,58.160231541500004
421,29.175266422100002,58.159654769799999
422,29.175644295100000,58.159077993700002
423,29.176025529200000,58.158509823499998
424,29.176406760999999,58.157941646099999
425,29.176787993000001,58.157373467500001
426,29.177169220100001,58.156805284500003
427,29.177550444900000,58.156237094500000
428,29.177931670000000,58.155668903100000
429,29.178312890200001,58.155100707400003
430,29.178694108100000,58.154532504599999
431,29.179075326200000,58.153964300500000
432,29.179456539400000,58.153396092199998
433,29.179834006000000,58.152819129699999
434,29.180211470100001,58.152242162900002
435,29.180588931900001,58.151665191900001
436,29.180966391199998,58.151088216600002
437,29.181343848200001,58.150511237099998
438,29.181721302800000,58.149934253300003
439,29.182098754999998,58.149357265200003
440,29.182476207400001,58.148780272899998
441,29.182853654799999,58.148203276300002
442,29.183231099800000,58.147626275400000
443,29.183571837100001,58.147106455699998
444,29.183912572499999,58.146586635299997
445,29.184253305900000,58.146066808699999
446,29.184594037400000,58.145546978500001
447,29.184934767000001,58.145027147800000
448,29.185275497100001,58.144507310700000
449,29.185616222800000,58.143987470100001
450,29.185956946499999,58.143467629000000
451,29.186084101199999,58.143131488300000
452,29.186357225900000,58.142465133999998
453,29.186488754399999,58.142161828200003
454,29.186761177400001,58.141519406000000
455,29.187033594900001,58.140876977500000
456,29.187306012000001,58.140234545500000
457,29.187578423500000,58.139592112800003
458,29.187850834500001,58.138949673900001
459,29.188123242500001,58.138307231399999
460,29.188395645000000,58.137664788300000
461,29.188668047000000,58.137022338900003
462,29.188940443500002,58.136379886000000
463,29.189212839500001,58.135737432500001
464,29.189466435600000,58.135116337600003
465,29.189538259399999,58.135233518500002
466,29.189212536399999,58.134673184900002
467,29.188858721999999,58.134056256699999
468,29.188504904599998,58.133439332700000
469,29.188151084299999,58.132822412899998
470,29.187797260899998,58.132205497299999
471,29.187443434599999,58.131588585800003
472,29.187089605299999,58.130971678599998
473,29.186735773100001,58.130354775500003
474,29.186381937800000,58.129737876599997
475,29.186028099600001,58.129120981800000
476,29.185674258399999,58.128504091300002
477,29.185320414300001,58.127887204899999
478,29.184966567099998,58.127270322699999
479,29.184362220099999,58.126304550199997
480,29.183992396600001,58.125680115599998
481,29.183622570099999,58.125055685500001
482,29.183252740499999,58.124431259799998
483,29.182882907800000,58.123806838500002
484,29.182513074599999,58.123182421599999
485,29.182461242100000,58.123098867499998
486,29.182298033100000,58.122885671399999
487,29.181824204100000,58.122212241400000
488,29.181735471700001,58.122087197100001
489,29.181506996100001,58.121769080699998
490,29.181174503899999,58.121325756399997
491,29.180816738899999,58.120827981399998
492,29.180458969499998,58.120330209700001
493,29.180101200599999,58.119832441600003
494,29.179743429799998,58.119334674000001
495,29.182820224699999,58.122869499799997
496,29.183330810400001,58.122460222100003
497,29.183841397399998,58.122050940400001
498,29.184351980599999,58.121641654699999
499,29.184862565300001,58.121232364999997
500,29.185373146200000,58.120823071200000
501,29.181275460799998,58.122624400399999
502,29.180797969099999,58.123185156399998
503,29.180835907399999,58.121673338599997
504,29.180497312600000,58.122020915699999
505,29.180158714299999,58.122368490400000
506,29.179773391400001,58.122758829500000
507,29.179557389599999,58.123008161100003
508,29.179500675200000,58.118664330999998
509,29.179257914600001,58.117993990999999
510,29.179015153100000,58.117323651299998
511,29.178772388100001,58.116653317500003
512,29.178529619700001,58.115982986799999
513,29.178280516099999,58.115225156800001
514,29.178031407999999,58.114467330399997
515,29.177782295600000,58.113709507599999
516,29.177533178800001,58.112951685399999
517,29.177284057600001,58.112193869599999
518,29.177034934500000,58.111436057299997
519,29.176785804500000,58.110678248600003
520,29.176536670000001,58.109920443400000
521,29.176407473499999,58.109572996499999
522,29.176267878899999,58.109129362099999
523,29.176142612800000,58.108757302199997
524,29.176046405099999,58.108480782100003
525,29.175782301700000,58.107701378500003
526,29.175518191199998,58.106921978599999
527,29.175254078599998,58.106142579800000
528,29.176638257699999,58.109351962500000
529,29.177046916399998,58.108752160800002
530,29.177455572500001,58.108152354300003
531,29.177864228600001,58.107552540100002
532,29.178272879500000,58.106952724000003
533,29.178681530399999,58.106352903100003
534,29.179090176199999,58.105753074500001
535,29.179498819399999,58.105153244000000
536,29.179907462599999,58.104553408800001
537,29.175787798300000,58.109211121100003
538,29.175432982200000,58.109664936900003
539,29.175078162199998,58.110118749500003
540,29.174963694700001,58.105277546200000
541,29.174673307799999,58.104412514400003
542,29.174382912500000,58.103547490200000
543,29.174092514000002,58.102682470700003
544,29.173802107299998,58.101817453000002
545,29.173511694799998,58.100952442900002
546,29.173221279200000,58.100087437500001
547,29.172930855299999,58.099222433999998
548,29.172640428200001,58.098357438000001
549,29.172526735400002,58.098026336600000
550,29.172369222899999,58.097579141399997
551,29.172109327600001,58.096810491600003
552,29.171849425200001,58.096041845599999
553,29.171589520900000,58.095273203300003
554,29.171329612000001,58.094504564799998
555,29.172014719000000,58.098359373400001
556,29.171502701900000,58.098692403999998
557,29.170990683900001,58.099025431299999
558,29.170478667800001,58.099358455500003
559,29.169966648300001,58.099691479199997
560,29.171066073700000,58.093734967000003
561,29.170802531000000,58.092965372899997
562,29.170538986200000,58.092195782799998
563,29.170275434299999,58.091426196400000
564,29.170011877899999,58.090656613800000
565,29.169917692799999,58.090346822100003
566,29.169788049099999,58.089919668500002
567,29.169524574099999,58.089124378500003
568,29.169261094300001,58.088329092400002
569,29.168997609700000,58.087533813100002
570,29.168734120200000,58.086738534799998
571,29.168470625900000,58.085943260500002
572,29.168207126700000,58.085147993000000
573,29.168028803199999,58.084611514700001
574,29.167962504500000,58.084394527900002
575,29.167686267499999,58.083638012400002
576,29.167410023599999,58.082881503700001
577,29.170370057000000,58.090006078800002
578,29.170914665600002,58.089598626799997
579,29.171459273000000,58.089191170500001
580,29.172003879199998,58.088783710000001
581,29.172548484200000,58.088376248199999
582,29.173097901399998,58.087939524399999
583,29.173647317200000,58.087502798899997
584,29.174196734199999,58.087066065999998
585,29.174746147400000,58.086629331300003
586,29.175295559199999,58.086192589200003
587,29.175844972099998,58.085755845300000
588,29.120667696100000,58.286650842599997
589,29.121201273299999,58.286746879399999
590,29.121734847799999,58.286842920100000
591,29.122268424700000,58.286938959099999
592,29.122801999000000,58.287034999100001
593,29.167451665000002,58.084717069600003
594,29.166874529200001,58.084822626300003
595,29.166297390800000,58.084928181899997
596,29.165720254800000,58.085033733600000
597,29.165143116199999,58.085139287099999
598,29.164565979999999,58.085244839500000
599,29.163969767099999,58.085349202300002
600,29.163373551500001,58.085453563999998
601,29.162777338400002,58.085557927499998
602,29.162181122600000,58.085662286900003
603,29.161584909300000,58.085766645400000
604,29.160988695800000,58.085871002700003
605,29.167153641399999,58.082108567900001
606,29.166897254700000,58.081335633000002
607,29.166640863500000,58.080562704700000
608,29.166384467600000,58.079789779999999
609,29.166128067199999,58.079016856300001
610,29.165871662200001,58.078243939099998
611,29.165615252599999,58.077471022700003
612,29.165358838500001,58.076698112999999
613,29.165102419800000,58.075925206900003
614,29.164845996499999,58.075152301700001
615,29.164589568699999,58.074379403099996
616,29.164333136300002,58.073606505299999
617,29.164076699300001,58.072833614099999
618,29.163820257699999,58.072060726600000
619,29.163563811600000,58.071287839999997
620,29.123063000100000,58.287076000600003
621,29.163322793199999,58.070580885799998
622,29.163081770900000,58.069873934800000
623,29.162840742299998,58.069166987099997
624,29.162599712399999,58.068460042500000
625,29.162358676200000,58.067753101100003
626,29.162117638600002,58.067046162899999
627,29.161876594700001,58.066339227900002
628,29.161635549500001,58.065632296099999
629,29.161394497900002,58.064925364600001
630,29.161153445099998,58.064218439199998
631,29.160912388400000,58.063511517000002
632,29.160671325399999,58.062804598000000
633,29.160430260999998,58.062097682199997
634,29.160189190400001,58.061390769600003
635,29.159948118399999,58.060683860200001
636,29.159707040000001,58.059976954000000
637,29.159461823099999,58.059248180499999
638,29.159216599600001,58.058519413200003
639,29.158971372000000,58.057790646400001
640,29.158726142900001,58.057061882900001
641,29.158480907200001,58.056333125700000
642,29.158235670000000,58.055604368899999
643,29.157990426200001,58.054875615500002
644,29.157745180799999,58.054146868399997
645,29.157499928899998,58.053418121699998
646,29.157254672800001,58.052689381199997
647,29.157009415299999,58.051960641199997
648,29.156764151200001,58.051231904600002
649,29.156518885499999,58.050503174200003
650,29.156273613200000,58.049774444199997
651,29.156028336900000,58.049045717600002
652,29.155778713800000,58.048306611199997
653,29.155529086500000,58.047567508199997
654,29.155279454999999,58.046828408700001
655,29.155029816900001,58.046089312600003
656,29.154780176999999,58.045350220099998
657,29.154530532999999,58.044611130900002
658,29.154280882300000,58.043872045199997
659,29.154031230000001,58.043132960199998
660,29.153781573400000,58.042393881400002
661,29.153531912700000,58.041654806099999
662,29.153282245300002,58.040915734300000
663,29.153032576200001,58.040176665899999
664,29.152782902999999,58.039437601000003
665,29.152533223100001,58.038698539599999
666,29.152283541500001,58.037959478700003
667,29.152024528799998,58.037189864399998
668,29.151765511699999,58.036420250900001
669,29.151506489999999,58.035650641099998
670,29.151234938999998,58.034934846299997
671,29.150963386600001,58.034219055100003
672,29.150691827700001,58.033503267500002
673,29.150420267499999,58.032787483699998
674,29.150148700700001,58.032071703500002
675,29.149877132600000,58.031355927000000
676,29.149605558000001,58.030640154099999
677,29.149333982000002,58.029924384899999
678,29.149062402100000,58.029208619400002
679,29.148948930800000,58.028866175799998
680,29.148806999100000,58.028442596600001
681,29.148549919499999,58.027683633499997
682,29.148292832999999,58.026924674100002
683,29.148062903800000,58.026158034300003
684,29.147832972600000,58.025391395000000
685,29.147603034500001,58.024624761900000
686,29.147377000700001,58.023864998699999
687,29.122898543000002,58.287666377400001
688,29.122734083299999,58.288256755100001
689,29.122569621099998,58.288847127899999
690,29.146858082800001,58.024503338099997
691,29.146424722300001,58.024966892300000
692,29.145257752300001,58.026435016299999
693,29.144657300799999,58.027149313999999
694,29.144056845600002,58.027863600400003
695,29.143456386800001,58.028577881399997
696,29.142855926799999,58.029292154099998
697,29.142255460700000,58.030006415599999
698,29.141375797700000,58.031058421300003
699,29.140755209999998,58.031800208699998
700,29.140134620800001,58.032541984399998
701,29.138556003900000,58.034430112599999
702,29.138170090500001,58.034929420700003
703,29.137784175200000,58.035428727899998
704,29.137365035399998,58.036055529000002
705,29.136945892800000,58.036682322200001
706,29.136526747300000,58.037309112999999
707,29.136107598999999,58.037935898800001
708,29.135688447800000,58.038562679400002
709,29.135269293800000,58.039189454899997
710,29.134850137000001,58.039816225300001
711,29.134430977299999,58.040442990499997
712,29.134011814899999,58.041069750600002
713,29.133592649600001,58.041696505600001
714,29.132806608199999,58.042980444400001
715,29.132413017899999,58.043585409999999
716,29.132019424900001,58.044190370999999
717,29.131625829299999,58.044795327400003
718,29.131232231100000,58.045400276199999
719,29.130838630300001,58.046005223199998
720,29.130445026800000,58.046610165600001
721,29.130051420600001,58.047215103399999
722,29.129657811900000,58.047820036499999
723,29.129264197900000,58.048424964900001
724,29.128870583900000,58.049029888699998
725,29.128476967200001,58.049634804999997
726,29.128083347899999,58.050239719499999
727,29.127689726000000,58.050844629300002
728,29.127296101399999,58.051449534500001
729,29.126827800000001,58.052043070899998
730,29.126359496100001,58.052636601899998
731,29.125891189699999,58.053230127600003
732,29.125422880700000,58.053823650699997
733,29.124954571800000,58.054417165499999
734,29.124486257800001,58.055010674899997
735,29.124017941300000,58.055604178999999
736,29.123549622300001,58.056197677599997
737,29.123081300700001,58.056791170799997
738,29.122612976599999,58.057384661599997
739,29.122144649999999,58.057978144000003
740,29.121676320900001,58.058571621100000
741,29.120949062600001,58.059951064899998
742,29.120573552800000,58.060632498499999
743,29.120198042100000,58.061313927100002
744,29.119822525499998,58.061995350700002
745,29.119447008100000,58.062676772200000
746,29.119071484799999,58.063358185699997
747,29.118695960699998,58.064039594199997
748,29.118320430699999,58.064720997700000
749,29.117944899899999,58.065402399100002
750,29.117569365700000,58.066083792599997
751,29.117193825699999,58.066765181000001
752,29.116785364999998,58.067510711300002
753,29.116376902900001,58.068256235699998
754,29.115968434199999,58.069001753999999
755,29.115559963999999,58.069747266400000
756,29.115151487300000,58.070492769900000
757,29.114743009100000,58.071238270400002
758,29.114334524400000,58.071983764800002
759,29.113532117799998,58.073412086499999
760,29.113174676100002,58.074065512499999
761,29.112817231299999,58.074718934000003
762,29.112459780900000,58.075372347900000
763,29.112102329999999,58.076025760199997
764,29.111744875999999,58.076679167899997
765,29.111387418900001,58.077332568099997
766,29.110865712100001,58.077830572099998
767,29.110344003500000,58.078328571000000
768,29.109822293200001,58.078826565000000
769,29.109300581100001,58.079324553900001
770,29.108778867300000,58.079822537900000
771,29.108257151699998,58.080320516800001
772,29.107735434300000,58.080818490799999
773,29.107213715200000,58.081316459699998
774,29.106691994300000,58.081814423700003
775,29.106170271700002,58.082312382600001
